p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
-4.300000146031379700e-03,1.630000025033950806e-02,2.499999944120645523e-03,3.800000064074993134e-03,8.999999845400452614e-04,-3.000000142492353916e-04,9.944999814033508301e-01,9.592999815940856934e-01,9.805999994277954102e-01,9.746999740600585938e-01,-4.399999976158142090e-03
-4.499999806284904480e-03,1.470000017434358597e-02,3.000000026077032089e-03,4.399999976158142090e-03,1.500000013038516045e-03,0.000000000000000000e+00,9.941999912261962891e-01,9.609000086784362793e-01,9.829999804496765137e-01,9.733999967575073242e-01,-3.000000142492353916e-04
-4.699999932199716568e-03,1.310000009834766388e-02,3.700000001117587090e-03,-1.799999969080090523e-03,1.799999969080090523e-03,4.900000058114528656e-03,9.940999746322631836e-01,9.631000161170959473e-01,9.853000044822692871e-01,9.728000164031982422e-01,1.300000003539025784e-03
1.999999949475750327e-04,1.009999960660934448e-02,2.899999963119626045e-03,-2.899999963119626045e-03,5.799999926239252090e-03,6.800000090152025223e-03,9.958999752998352051e-01,9.660000205039978027e-01,9.824000000953674316e-01,9.747999906539916992e-01,-2.199999988079071045e-03
1.599999959580600262e-03,1.109999977052211761e-02,9.999999747378751636e-05,-7.799999788403511047e-03,8.100000210106372833e-03,6.399999838322401047e-03,9.958999752998352051e-01,9.715999960899353027e-01,9.835000038146972656e-01,9.735000133514404297e-01,-4.199999850243330002e-03
2.499999944120645523e-03,1.059999968856573105e-02,-2.300000051036477089e-03,-8.500000461935997009e-03,8.500000461935997009e-03,2.700000070035457611e-03,9.943000078201293945e-01,9.753000140190124512e-01,9.868000149726867676e-01,9.729999899864196777e-01,-2.099999925121665001e-03
2.700000070035457611e-03,9.200000204145908356e-03,-2.099999925121665001e-03,-5.100000184029340744e-03,7.000000216066837311e-03,4.800000227987766266e-03,9.943000078201293945e-01,9.793999791145324707e-01,9.825999736785888672e-01,9.674000144004821777e-01,-6.000000284984707832e-04
4.199999850243330002e-03,6.200000178068876266e-03,2.000000094994902611e-03,-5.400000140070915222e-03,5.599999800324440002e-03,5.900000222027301788e-03,9.933000206947326660e-01,9.829000234603881836e-01,9.872999787330627441e-01,9.667999744415283203e-01,6.000000284984707832e-04
3.899999894201755524e-03,6.800000090152025223e-03,8.999999845400452614e-04,-4.300000146031379700e-03,4.600000102072954178e-03,2.499999944120645523e-03,9.921000003814697266e-01,9.869999885559082031e-01,9.890999794006347656e-01,9.642999768257141113e-01,0.000000000000000000e+00
2.799999900162220001e-03,9.600000455975532532e-03,-6.999999750405550003e-04,-3.100000089034438133e-03,5.700000096112489700e-03,4.199999850243330002e-03,9.922000169754028320e-01,9.836999773979187012e-01,9.896000027656555176e-01,9.660999774932861328e-01,-8.999999845400452614e-04
1.900000032037496567e-03,4.699999932199716568e-03,-6.999999750405550003e-04,-8.200000040233135223e-03,6.500000134110450745e-03,3.500000108033418655e-03,9.947999715805053711e-01,9.884999990463256836e-01,9.904999732971191406e-01,9.749000072479248047e-01,2.700000070035457611e-03
2.799999900162220001e-03,3.800000064074993134e-03,9.999999747378751636e-05,-8.700000122189521790e-03,4.000000189989805222e-03,1.399999950081110001e-03,9.908000230789184570e-01,9.901000261306762695e-01,9.883000254631042480e-01,9.756000041961669922e-01,4.900000058114528656e-03
3.899999894201755524e-03,5.000000237487256527e-04,6.000000284984707832e-04,-9.600000455975532532e-03,-3.000000142492353916e-04,1.200000056996941566e-03,9.951999783515930176e-01,9.904000163078308105e-01,9.887999892234802246e-01,9.732999801635742188e-01,4.199999850243330002e-03
4.999999888241291046e-03,-2.300000051036477089e-03,-9.999999747378751636e-05,-7.100000046193599701e-03,2.300000051036477089e-03,2.700000070035457611e-03,9.925000071525573730e-01,9.893000125885009766e-01,9.932000041007995605e-01,9.761999845504760742e-01,7.000000216066837311e-03
1.200000056996941566e-03,-3.599999938160181046e-03,-2.300000051036477089e-03,-3.100000089034438133e-03,-1.500000013038516045e-03,2.600000007078051567e-03,9.941999912261962891e-01,9.891999959945678711e-01,9.904999732971191406e-01,9.750999808311462402e-01,5.100000184029340744e-03
4.000000189989805222e-03,-6.300000008195638657e-03,-1.900000032037496567e-03,-5.400000140070915222e-03,1.799999969080090523e-03,-1.300000003539025784e-03,9.923999905586242676e-01,9.932000041007995605e-01,9.898999929428100586e-01,9.768999814987182617e-01,4.300000146031379700e-03
6.300000008195638657e-03,-2.400000113993883133e-03,-1.700000022538006306e-03,-3.500000108033418655e-03,3.899999894201755524e-03,-2.300000051036477089e-03,9.944000244140625000e-01,9.919000267982482910e-01,9.901000261306762695e-01,9.736999869346618652e-01,3.599999938160181046e-03
5.799999926239252090e-03,-5.200000014156103134e-03,-1.300000003539025784e-03,-4.000000189989805222e-03,6.500000134110450745e-03,-3.000000142492353916e-04,9.961000084877014160e-01,9.918000102043151855e-01,9.901999831199645996e-01,9.757000207901000977e-01,8.500000461935997009e-03
1.799999969080090523e-03,-6.300000008195638657e-03,1.099999994039535522e-03,-5.799999926239252090e-03,9.300000034272670746e-03,1.799999969080090523e-03,9.962999820709228516e-01,9.893000125885009766e-01,9.865999817848205566e-01,9.750000238418579102e-01,9.399999864399433136e-03
2.199999988079071045e-03,-9.300000034272670746e-03,2.000000094994902611e-03,-6.200000178068876266e-03,6.599999964237213135e-03,2.199999988079071045e-03,9.980000257492065430e-01,9.902999997138977051e-01,9.829000234603881836e-01,9.704999923706054688e-01,8.799999952316284180e-03
1.900000032037496567e-03,-6.200000178068876266e-03,1.599999959580600262e-03,-4.699999932199716568e-03,6.200000178068876266e-03,2.099999925121665001e-03,9.973999857902526855e-01,9.918000102043151855e-01,9.846000075340270996e-01,9.692000150680541992e-01,1.200000010430812836e-02
-5.000000237487256527e-04,-1.500000013038516045e-03,1.999999949475750327e-04,-3.400000045076012611e-03,6.099999882280826569e-03,3.599999938160181046e-03,9.995999932289123535e-01,9.918000102043151855e-01,9.850000143051147461e-01,9.667999744415283203e-01,1.240000035613775253e-02
-1.599999959580600262e-03,-1.399999950081110001e-03,-2.400000113993883133e-03,-5.200000014156103134e-03,7.000000216066837311e-03,2.899999963119626045e-03,1.000000000000000000e+00,9.945999979972839355e-01,9.850000143051147461e-01,9.631999731063842773e-01,1.180000044405460358e-02
-1.500000013038516045e-03,-4.300000146031379700e-03,-7.999999797903001308e-04,-3.700000001117587090e-03,4.900000058114528656e-03,-1.399999950081110001e-03,9.970999956130981445e-01,9.966999888420104980e-01,9.822000265121459961e-01,9.611999988555908203e-01,9.800000116229057312e-03
-0.000000000000000000e+00,-4.300000146031379700e-03,-3.999999898951500654e-04,-3.500000108033418655e-03,8.100000210106372833e-03,-2.300000051036477089e-03,1.000100016593933105e+00,9.933999776840209961e-01,9.818000197410583496e-01,9.588999748229980469e-01,1.200000010430812836e-02
2.700000070035457611e-03,-7.400000002235174179e-03,-3.299999982118606567e-03,-4.300000146031379700e-03,7.499999832361936569e-03,1.300000003539025784e-03,9.986000061035156250e-01,9.908000230789184570e-01,9.843000173568725586e-01,9.578999876976013184e-01,1.080000028014183044e-02
1.900000032037496567e-03,-7.899999618530273438e-03,-3.000000026077032089e-03,-3.500000108033418655e-03,9.200000204145908356e-03,4.000000189989805222e-03,9.993000030517578125e-01,9.894000291824340820e-01,9.819999933242797852e-01,9.598000049591064453e-01,8.000000379979610443e-03
6.000000284984707832e-04,-5.100000184029340744e-03,-2.300000051036477089e-03,-1.399999950081110001e-03,9.100000374019145966e-03,7.999999797903001308e-04,9.975000023841857910e-01,9.897000193595886230e-01,9.811000227928161621e-01,9.603000283241271973e-01,9.600000455975532532e-03
-1.999999949475750327e-04,-4.800000227987766266e-03,-7.999999797903001308e-04,3.000000026077032089e-03,7.499999832361936569e-03,1.099999994039535522e-03,1.000599980354309082e+00,9.883999824523925781e-01,9.794999957084655762e-01,9.585999846458435059e-01,9.200000204145908356e-03
2.300000051036477089e-03,-3.800000064074993134e-03,1.399999950081110001e-03,4.000000189989805222e-03,6.699999794363975525e-03,1.500000013038516045e-03,1.002799987792968750e+00,9.882000088691711426e-01,9.800999760627746582e-01,9.605000019073486328e-01,3.599999938160181046e-03
1.399999950081110001e-03,-6.500000134110450745e-03,2.000000094994902611e-03,3.599999938160181046e-03,5.599999800324440002e-03,1.599999959580600262e-03,1.003600001335144043e+00,9.893000125885009766e-01,9.825999736785888672e-01,9.663000106811523438e-01,1.000000047497451305e-03
-6.999999750405550003e-04,-5.499999970197677612e-03,-4.900000058114528656e-03,3.899999894201755524e-03,8.000000379979610443e-03,2.499999944120645523e-03,1.002400040626525879e+00,9.887999892234802246e-01,9.850000143051147461e-01,9.643999934196472168e-01,2.400000113993883133e-03
-2.400000113993883133e-03,-2.899999963119626045e-03,-5.200000014156103134e-03,3.599999938160181046e-03,6.800000090152025223e-03,-5.000000237487256527e-04,1.000300049781799316e+00,9.926999807357788086e-01,9.850000143051147461e-01,9.666000008583068848e-01,-8.999999845400452614e-04
-3.100000089034438133e-03,-2.099999925121665001e-03,-2.000000094994902611e-03,3.700000001117587090e-03,6.899999920278787613e-03,-1.900000032037496567e-03,9.958000183105468750e-01,9.909999966621398926e-01,9.840999841690063477e-01,9.664000272750854492e-01,-1.000000047497451305e-03
-3.000000026077032089e-03,-1.099999994039535522e-03,-7.600000128149986267e-03,4.000000189989805222e-03,5.599999800324440002e-03,1.000000047497451305e-03,9.939000010490417480e-01,9.919999837875366211e-01,9.847000241279602051e-01,9.642999768257141113e-01,2.700000070035457611e-03
2.199999988079071045e-03,-9.999999747378751636e-05,-6.099999882280826569e-03,2.099999925121665001e-03,7.100000046193599701e-03,4.900000058114528656e-03,9.941999912261962891e-01,9.918000102043151855e-01,9.843999743461608887e-01,9.642999768257141113e-01,7.100000046193599701e-03
2.300000051036477089e-03,-3.800000064074993134e-03,-1.900000032037496567e-03,-1.000000047497451305e-03,1.130000036209821701e-02,3.299999982118606567e-03,9.937000274658203125e-01,9.944000244140625000e-01,9.868999719619750977e-01,9.642000198364257812e-01,5.799999926239252090e-03
-3.000000142492353916e-04,-7.699999958276748657e-03,-2.400000113993883133e-03,-1.700000022538006306e-03,9.300000034272670746e-03,1.300000003539025784e-03,9.973000288009643555e-01,9.973999857902526855e-01,9.832000136375427246e-01,9.690999984741210938e-01,4.699999932199716568e-03
-1.999999949475750327e-04,-7.499999832361936569e-03,-1.999999949475750327e-04,-3.800000064074993134e-03,7.100000046193599701e-03,3.299999982118606567e-03,9.980000257492065430e-01,9.991000294685363770e-01,9.821000099182128906e-01,9.671999812126159668e-01,7.699999958276748657e-03
-3.000000026077032089e-03,-1.260000001639127731e-02,1.500000013038516045e-03,-1.399999950081110001e-03,5.100000184029340744e-03,5.299999844282865524e-03,9.955000281333923340e-01,9.991000294685363770e-01,9.796000123023986816e-01,9.674999713897705078e-01,6.599999964237213135e-03
-3.400000045076012611e-03,-1.099999994039535522e-02,1.999999949475750327e-04,-1.500000013038516045e-03,3.000000026077032089e-03,0.000000000000000000e+00,1.000200033187866211e+00,9.958000183105468750e-01,9.807000160217285156e-01,9.679999947547912598e-01,3.599999938160181046e-03
-2.300000051036477089e-03,-1.030000019818544388e-02,4.399999976158142090e-03,-1.500000013038516045e-03,1.500000013038516045e-03,3.999999898951500654e-04,9.980000257492065430e-01,9.940000176429748535e-01,9.825000166893005371e-01,9.631999731063842773e-01,0.000000000000000000e+00
1.599999959580600262e-03,-5.499999970197677612e-03,4.600000102072954178e-03,-5.000000237487256527e-04,-3.999999898951500654e-04,1.900000032037496567e-03,9.962000250816345215e-01,9.963999986648559570e-01,9.850000143051147461e-01,9.650999903678894043e-01,-3.000000026077032089e-03
-2.400000113993883133e-03,-4.600000102072954178e-03,4.999999888241291046e-03,-0.000000000000000000e+00,-2.499999944120645523e-03,-8.999999845400452614e-04,9.987999796867370605e-01,9.947999715805053711e-01,9.830999970436096191e-01,9.667000174522399902e-01,-7.000000216066837311e-03
-1.900000032037496567e-03,-4.699999932199716568e-03,4.600000102072954178e-03,4.399999976158142090e-03,-2.700000070035457611e-03,-2.000000094994902611e-03,9.983000159263610840e-01,9.936000108718872070e-01,9.876000285148620605e-01,9.659000039100646973e-01,-1.700000022538006306e-03
3.000000142492353916e-04,-6.000000052154064178e-03,2.000000094994902611e-03,6.800000090152025223e-03,-5.000000237487256527e-04,-3.000000142492353916e-04,1.001700043678283691e+00,9.923999905586242676e-01,9.882000088691711426e-01,9.700000286102294922e-01,8.999999845400452614e-04
2.799999900162220001e-03,-8.399999700486660004e-03,9.999999747378751636e-05,5.200000014156103134e-03,-1.200000056996941566e-03,1.000000047497451305e-03,1.001099944114685059e+00,9.943000078201293945e-01,9.869999885559082031e-01,9.724000096321105957e-01,2.000000094994902611e-03
6.200000178068876266e-03,-1.109999977052211761e-02,-6.000000284984707832e-04,6.300000008195638657e-03,-2.000000094994902611e-03,-3.999999898951500654e-04,1.000000000000000000e+00,9.932000041007995605e-01,9.868999719619750977e-01,9.714000225067138672e-01,-3.199999919161200523e-03
3.899999894201755524e-03,-1.290000043809413910e-02,-3.800000064074993134e-03,2.199999988079071045e-03,-1.000000047497451305e-03,-3.899999894201755524e-03,9.987000226974487305e-01,9.929999709129333496e-01,9.904999732971191406e-01,9.703999757766723633e-01,-4.499999806284904480e-03
5.100000184029340744e-03,-1.150000002235174179e-02,-6.399999838322401047e-03,1.599999959580600262e-03,-4.399999976158142090e-03,-4.399999976158142090e-03,9.955999851226806641e-01,9.955999851226806641e-01,9.872999787330627441e-01,9.671000242233276367e-01,-2.400000113993883133e-03
6.300000008195638657e-03,-1.169999968260526657e-02,-4.900000058114528656e-03,1.900000032037496567e-03,3.899999894201755524e-03,-2.899999963119626045e-03,9.966999888420104980e-01,9.937000274658203125e-01,9.886999726295471191e-01,9.639000296592712402e-01,-1.799999969080090523e-03
5.400000140070915222e-03,-9.800000116229057312e-03,-6.000000052154064178e-03,1.500000013038516045e-03,2.899999963119626045e-03,-6.399999838322401047e-03,9.970999956130981445e-01,9.937999844551086426e-01,9.854999780654907227e-01,9.656000137329101562e-01,7.999999797903001308e-04
5.299999844282865524e-03,-9.800000116229057312e-03,-1.500000013038516045e-03,-5.000000237487256527e-04,1.999999949475750327e-04,-8.000000379979610443e-03,9.962999820709228516e-01,9.955000281333923340e-01,9.835000038146972656e-01,9.653000235557556152e-01,2.499999944120645523e-03
4.699999932199716568e-03,-9.999999776482582092e-03,-1.000000047497451305e-03,-3.800000064074993134e-03,4.300000146031379700e-03,-1.080000028014183044e-02,9.998000264167785645e-01,9.948999881744384766e-01,9.819999933242797852e-01,9.645000100135803223e-01,1.900000032037496567e-03
2.300000051036477089e-03,-9.200000204145908356e-03,7.999999797903001308e-04,-4.499999806284904480e-03,3.500000108033418655e-03,-6.399999838322401047e-03,1.002099990844726562e+00,9.948999881744384766e-01,9.839000105857849121e-01,9.718000292778015137e-01,-1.999999949475750327e-04
4.600000102072954178e-03,-7.199999876320362091e-03,1.799999969080090523e-03,-3.599999938160181046e-03,2.099999925121665001e-03,-8.999999612569808960e-03,1.004799962043762207e+00,9.932000041007995605e-01,9.893000125885009766e-01,9.726999998092651367e-01,9.999999747378751636e-05
3.199999919161200523e-03,-8.700000122189521790e-03,4.199999850243330002e-03,-3.199999919161200523e-03,1.799999969080090523e-03,-5.100000184029340744e-03,1.003399968147277832e+00,9.944000244140625000e-01,9.898999929428100586e-01,9.743999838829040527e-01,-1.700000022538006306e-03
-1.999999949475750327e-04,-9.200000204145908356e-03,3.800000064074993134e-03,-4.300000146031379700e-03,9.999999747378751636e-05,-7.100000046193599701e-03,1.001899957656860352e+00,9.929999709129333496e-01,9.889000058174133301e-01,9.760000109672546387e-01,-7.999999797903001308e-04
-8.999999845400452614e-04,-6.800000090152025223e-03,4.600000102072954178e-03,-7.400000002235174179e-03,-1.500000013038516045e-03,-7.699999958276748657e-03,1.002900004386901855e+00,9.925000071525573730e-01,9.901999831199645996e-01,9.794999957084655762e-01,-2.499999944120645523e-03
